out_항공,out_출발시간,out_도착시간,out_소요시간,in_항공,in_출발시간,in_도착시간,in_소요시간,카드사,가격
비엣젯항공,07:00,09:40,"직항, 04시간 40분",티웨이항공,23:40,06:35,"직항, 04시간 55분",성인/삼성카드,"554,600"
이스타항공,20:30,23:45,"직항, 05시간 15분",베트남항공,06:05,16:25,"경유 1, 08시간 20분",성인/모든 결제수단,"556,800"
티웨이항공,19:50,22:40,"직항, 04시간 50분",제주항공,14:20,20:50,"직항, 04시간 30분",성인/KB국민카드(이용실적 충족시),"558,500"
티웨이항공,21:35,00:25,"직항, 04시간 50분",제주항공,14:20,20:50,"직항, 04시간 30분",성인/KB국민카드(이용실적 충족시),"558,500"
비엣젯항공,06:15,08:55,"직항, 04시간 40분",에어서울,00:30,07:05,"직항, 04시간 35분",성인/삼성카드,"558,600"
비엣젯항공,07:00,09:40,"직항, 04시간 40분",에어서울,00:30,07:05,"직항, 04시간 35분",성인/삼성카드,"558,600"
중화항공,20:50,16:35,"경유 1, 21시간 45분",중화항공,09:50,19:45,"경유 1, 07시간 55분",성인/KB국민카드(이용실적 충족시),"559,200"
마카오항공,14:15,20:30,"경유 1, 08시간 15분",마카오항공,23:35,13:15,"경유 1, 11시간 40분",성인/KB국민카드(이용실적 충족시),"559,300"
이스타항공,20:30,23:45,"직항, 05시간 15분",티웨이항공,11:25,18:05,"직항, 04시간 40분",성인/KB국민카드,"561,300"
마카오항공,14:15,20:30,"경유 1, 08시간 15분",티웨이항공,01:50,08:35,"직항, 04시간 45분",성인/모든 결제수단,"562,800"
제주항공,10:40,13:20,"직항, 04시간 40분",티웨이항공,11:25,18:05,"직항, 04시간 40분",성인/삼성카드,"563,740"
베트남항공,18:20,21:05,"직항, 04시간 45분",베트남항공,22:05,16:35,"경유 1, 16시간 30분",성인/KB국민카드(이용실적 충족시),"563,900"
대한항공,10:55,13:40,"직항, 04시간 45분",대한항공,01:25,08:00,"직항, 04시간 35분",성인/KB국민카드(이용실적 충족시),"565,300"
대한항공,18:20,21:05,"직항, 04시간 45분",대한항공,01:25,08:00,"직항, 04시간 35분",성인/KB국민카드(이용실적 충족시),"565,300"
비엣젯항공,22:45,01:25,"직항, 04시간 40분",티웨이항공,11:25,18:05,"직항, 04시간 40분",성인/KB국민카드(이용실적 충족시),"566,900"
베트남항공,18:20,21:05,"직항, 04시간 45분",베트남항공,19:50,16:35,"경유 1, 18시간 45분",성인/롯데카드,"567,500"
베트남항공,18:05,23:59,"경유 1, 07시간 54분",비엣젯항공,15:30,21:45,"직항, 04시간 15분",성인/모든 결제수단,"568,000"
베트남항공,10:15,16:45,"경유 1, 08시간 30분",베트남항공,22:15,16:35,"경유 2, 16시간 20분",성인/롯데카드,"569,600"
진에어,20:25,23:05,"직항, 04시간 40분",베트남항공,00:05,06:40,"직항, 04시간 35분",성인/KB국민카드(이용실적 충족시),"570,300"
마카오항공,14:15,20:30,"경유 1, 08시간 15분",제주항공,01:30,08:05,"직항, 04시간 35분",성인/모든 결제수단,"570,800"
비엣젯항공,22:45,01:25,"직항, 04시간 40분",베트남항공,00:05,06:40,"직항, 04시간 35분",성인/KB국민카드(이용실적 충족시),"579,500"
제주항공,10:40,13:20,"직항, 04시간 40분",베트남항공,00:05,06:40,"직항, 04시간 35분",성인/KB국민카드(이용실적 충족시),"579,500"
비엣젯항공,06:15,08:55,"직항, 04시간 40분",티웨이항공,11:25,18:05,"직항, 04시간 40분",성인/KB국민카드(이용실적 충족시),"579,900"
비엣젯항공,07:00,09:40,"직항, 04시간 40분",티웨이항공,11:25,18:05,"직항, 04시간 40분",성인/KB국민카드(이용실적 충족시),"579,900"
베트남항공,18:05,23:59,"경유 1, 07시간 54분",티웨이항공,01:50,08:35,"직항, 04시간 45분",성인/모든 결제수단,"581,700"
베트남항공,18:20,21:05,"직항, 04시간 45분",베트남항공,06:05,16:35,"경유 1, 08시간 30분",성인/KB국민카드(이용실적 충족시),"584,500"
이스타항공,20:30,23:45,"직항, 05시간 15분",제주항공,14:20,20:50,"직항, 04시간 30분",성인/KB국민카드,"585,600"
베트남항공,10:05,16:25,"경유 1, 08시간 20분",베트남항공,22:15,16:35,"경유 2, 16시간 20분",성인/롯데카드,"587,800"
베트남항공,18:20,21:05,"직항, 04시간 45분",베트남항공,06:05,16:25,"경유 1, 08시간 20분",성인/KB국민카드(이용실적 충족시),"588,100"
