out_항공,out_출발시간,out_도착시간,out_소요시간,in_항공,in_출발시간,in_도착시간,in_소요시간,카드사,가격
"델타항공, 일본항공",11:25,13:30,"경유 1, 35시간 05분",대한항공,17:55,10:40,"경유 1, 31시간 45분",성인/모든 결제수단,"2,246,300"
"유나이티드항공, ANA",06:15,16:45,"경유 1, 19시간 30분","유나이티드항공, ANA",14:45,14:25,"경유 1, 14시간 40분",성인/모든 결제수단,"2,256,600"
"델타항공, 일본항공",11:25,22:00,"경유 1, 19시간 35분","대한항공, 델타항공",00:45,10:40,"경유 1, 24시간 55분",성인/모든 결제수단,"2,259,400"
"델타항공, 일본항공",11:25,13:30,"경유 1, 35시간 05분",에바항공,19:40,19:30,"경유 1, 14시간 50분",성인/모든 결제수단,"2,260,900"
"델타항공, 일본항공",11:25,13:30,"경유 1, 35시간 05분",유나이티드항공,11:15,12:51,"경유 1, 16시간 36분",성인/모든 결제수단,"2,261,300"
"대한항공, 델타항공",13:00,22:30,"경유 1, 18시간 30분","대한항공, 델타항공",00:45,10:40,"경유 1, 24시간 55분",성인/모든 결제수단,"2,262,400"
유나이티드항공,06:15,16:45,"경유 1, 19시간 30분",아시아나항공,00:30,12:45,"경유 1, 27시간 15분",성인/모든 결제수단,"2,263,100"
유나이티드항공,06:15,16:45,"경유 1, 19시간 30분",에어캐나다,10:00,10:05,"경유 1, 15시간 05분",성인/모든 결제수단,"2,263,500"
"알래스카항공, 에바항공",07:00,19:55,"경유 2, 21시간 55분","알래스카항공, 에바항공",15:25,08:15,"경유 2, 31시간 50분",성인/KB국민카드(이용실적 충족시),"2,264,100"
유나이티드항공,06:15,16:45,"경유 1, 19시간 30분",아시아나항공,13:05,12:45,"경유 1, 14시간 40분",성인/모든 결제수단,"2,264,400"
대한항공,07:25,00:05,"경유 2, 25시간 40분",대한항공,14:15,21:52,"경유 2, 22시간 37분",성인/모든 결제수단,"2,264,600"
"알래스카항공, 일본항공",08:50,13:30,"경유 2, 37시간 40분",에어캐나다,18:00,18:26,"경유 1, 15시간 26분",성인/모든 결제수단,"2,266,600"
"알래스카항공, 일본항공",21:35,22:00,"경유 2, 33시간 25분",에어캐나다,18:00,18:26,"경유 1, 15시간 26분",성인/모든 결제수단,"2,269,200"
ANA,13:10,12:30,"경유 2, 32시간 20분",유나이티드항공,14:45,14:25,"경유 1, 14시간 40분",성인/모든 결제수단,"2,269,800"
"알래스카항공, 에바항공",19:59,08:50,"경유 2, 21시간 51분","알래스카항공, 에바항공",15:25,08:15,"경유 2, 31시간 50분",성인/KB국민카드(이용실적 충족시),"2,270,800"
"알래스카항공, 일본항공",08:50,13:30,"경유 2, 37시간 40분",델타항공,12:20,13:50,"경유 1, 16시간 30분",성인/모든 결제수단,"2,274,500"
"델타항공, 일본항공",11:25,22:00,"경유 1, 19시간 35분",에바항공,19:40,19:30,"경유 1, 14시간 50분",성인/모든 결제수단,"2,275,200"
"델타항공, 일본항공",11:25,22:00,"경유 1, 19시간 35분",유나이티드항공,11:15,12:51,"경유 1, 16시간 36분",성인/모든 결제수단,"2,275,600"
"알래스카항공, 일본항공",21:35,22:00,"경유 2, 33시간 25분",델타항공,12:20,13:50,"경유 1, 16시간 30분",성인/모든 결제수단,"2,277,100"
대한항공,13:00,22:30,"경유 1, 18시간 30분",에바항공,19:40,19:30,"경유 1, 14시간 50분",성인/모든 결제수단,"2,278,200"
대한항공,13:00,22:30,"경유 1, 18시간 30분",유나이티드항공,11:15,12:51,"경유 1, 16시간 36분",성인/모든 결제수단,"2,278,600"
